Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Small Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Small Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Small Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Small Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Small Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Small Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Small Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Small Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Small Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Small Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Small Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Small Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Small Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Small Cassiterite Sand
chiselsandbits:block_bit:0, Chiseled Bit - Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Small Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Pyrite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Pyrite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Pyrite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Pyrite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Pyrite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Pyrite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Pyrite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Pyrite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Pyrite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Pyrite Ore
